# kecerdasan-buatan — pola bit yang dihitung Lua
# bahasa: lua
# versi: Lua 5.4 lewat wasmoon ^1.16.0
# dihasilkan: 2026-09-02T18:25:44Z
# perintah: npm run pancar
# kolom: berkas	baris	kolom	hasil_hex	konteks
bayes.tsv	13	evidence_hex	3fc993b3a68b19a4	P(E)
bayes.tsv	13	posterior_hex	3f1a3cee7fdbec39	posterior
bayes.tsv	13	likelihood_ratio_hex	3fb9999999999999	rasio kemungkinan
bayes.tsv	14	evidence_hex	3fd9935fc3b4f617	P(E)
bayes.tsv	14	posterior_hex	3f0a3d448ed480b0	posterior
bayes.tsv	14	likelihood_ratio_hex	3fa9999999999999	rasio kemungkinan
bayes.tsv	15	evidence_hex	3fdff822bbecaab9	P(E)
bayes.tsv	15	posterior_hex	3f04fdde376e5ecb	posterior
bayes.tsv	15	likelihood_ratio_hex	3fa47ae147ae147b	rasio kemungkinan
bayes.tsv	16	evidence_hex	3fe7fa05143bf727	P(E)
bayes.tsv	16	posterior_hex	3efbfd40c504a9ec	posterior
bayes.tsv	16	likelihood_ratio_hex	3f9b4e81b4e81b4f	rasio kemungkinan
bayes.tsv	17	evidence_hex	3fecc5974e65bea1	P(E)
bayes.tsv	17	posterior_hex	3ef753121bbe4f0a	posterior
bayes.tsv	17	likelihood_ratio_hex	3f96c16c16c16c17	rasio kemungkinan
bayes.tsv	18	evidence_hex	3fefa6223e186983	P(E)
bayes.tsv	18	posterior_hex	3ef53441d154cc65	posterior
bayes.tsv	18	likelihood_ratio_hex	3f94afd6a052bf5b	rasio kemungkinan
bayes.tsv	19	evidence_hex	3f52018a43bb40b4	P(E)
bayes.tsv	19	posterior_hex	3fb74b3d4351c2f8	posterior
bayes.tsv	19	likelihood_ratio_hex	4059000000000000	rasio kemungkinan
bayes.tsv	20	evidence_hex	3f948fd9fd36f7e4	P(E)
bayes.tsv	20	posterior_hex	3f7465fdf5cd0105	posterior
bayes.tsv	20	likelihood_ratio_hex	4014000000000000	rasio kemungkinan
bayes.tsv	21	evidence_hex	3fb999999999999a	P(E)
bayes.tsv	21	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	21	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	22	evidence_hex	3fc99652bd3c3611	P(E)
bayes.tsv	22	posterior_hex	3f406466f6a6bd48	posterior
bayes.tsv	22	likelihood_ratio_hex	3fe0000000000000	rasio kemungkinan
bayes.tsv	23	evidence_hex	3fd994af4f0d844d	P(E)
bayes.tsv	23	posterior_hex	3f306573bc1becc9	posterior
bayes.tsv	23	likelihood_ratio_hex	3fd0000000000000	rasio kemungkinan
bayes.tsv	24	evidence_hex	3fdff972474538ef	P(E)
bayes.tsv	24	posterior_hex	3f2a3c4268881899	posterior
bayes.tsv	24	likelihood_ratio_hex	3fc999999999999a	rasio kemungkinan
bayes.tsv	25	evidence_hex	3fe7faacd9e83e42	P(E)
bayes.tsv	25	posterior_hex	3f217dce16836cc2	posterior
bayes.tsv	25	likelihood_ratio_hex	3fc1111111111111	rasio kemungkinan
bayes.tsv	26	evidence_hex	3fecc63f141205bc	P(E)
bayes.tsv	26	posterior_hex	3f1d272ca3fc5b1b	posterior
bayes.tsv	26	likelihood_ratio_hex	3fbc71c71c71c71d	rasio kemungkinan
bayes.tsv	27	evidence_hex	3fefa6ca03c4b09e	P(E)
bayes.tsv	27	posterior_hex	3f1a80c5c75d862b	posterior
bayes.tsv	27	likelihood_ratio_hex	3fb9dbcc48676f32	rasio kemungkinan
bayes.tsv	28	evidence_hex	3f53a4f8726d04e7	P(E)
bayes.tsv	28	posterior_hex	3fc559e363b5b2b5	posterior
bayes.tsv	28	likelihood_ratio_hex	4069000000000000	rasio kemungkinan
bayes.tsv	29	evidence_hex	3f94aa10e0221427	P(E)
bayes.tsv	29	posterior_hex	3f844c1d6e5de008	posterior
bayes.tsv	29	likelihood_ratio_hex	4024000000000000	rasio kemungkinan
bayes.tsv	30	evidence_hex	3fb9a027525460ab	P(E)
bayes.tsv	30	posterior_hex	3f605e1d27a3ee9c	posterior
bayes.tsv	30	likelihood_ratio_hex	4000000000000000	rasio kemungkinan
bayes.tsv	31	evidence_hex	3fc999999999999a	P(E)
bayes.tsv	31	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	31	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	32	evidence_hex	3fd99652bd3c3611	P(E)
bayes.tsv	32	posterior_hex	3f406466f6a6bd48	posterior
bayes.tsv	32	likelihood_ratio_hex	3fe0000000000000	rasio kemungkinan
bayes.tsv	33	evidence_hex	3fdffb15b573eab3	P(E)
bayes.tsv	33	posterior_hex	3f3a3aea54536756	posterior
bayes.tsv	33	likelihood_ratio_hex	3fd999999999999a	rasio kemungkinan
bayes.tsv	34	evidence_hex	3fe7fb7e90ff9724	P(E)
bayes.tsv	34	posterior_hex	3f317d3522242c7a	posterior
bayes.tsv	34	likelihood_ratio_hex	3fd1111111111111	rasio kemungkinan
bayes.tsv	35	evidence_hex	3fecc710cb295e9e	P(E)
bayes.tsv	35	posterior_hex	3f2d26583081cec1	posterior
bayes.tsv	35	likelihood_ratio_hex	3fcc71c71c71c71d	rasio kemungkinan
bayes.tsv	36	evidence_hex	3fefa79bbadc0980	P(E)
bayes.tsv	36	posterior_hex	3f2a801631ac3001	posterior
bayes.tsv	36	likelihood_ratio_hex	3fc9dbcc48676f32	rasio kemungkinan
bayes.tsv	37	evidence_hex	3f56ebd4cfd08d4c	P(E)
bayes.tsv	37	posterior_hex	3fd24c7d29e77ac9	posterior
bayes.tsv	37	likelihood_ratio_hex	4079000000000000	rasio kemungkinan
bayes.tsv	38	evidence_hex	3f94de7ea5f84cae	P(E)
bayes.tsv	38	posterior_hex	3f94191f67411155	posterior
bayes.tsv	38	likelihood_ratio_hex	4034000000000000	rasio kemungkinan
bayes.tsv	39	evidence_hex	3fb9ad42c3c9eecc	P(E)
bayes.tsv	39	posterior_hex	3f7055c23bb98e2b	posterior
bayes.tsv	39	likelihood_ratio_hex	4010000000000000	rasio kemungkinan
bayes.tsv	40	evidence_hex	3fc9a027525460ab	P(E)
bayes.tsv	40	posterior_hex	3f605e1d27a3ee9c	posterior
bayes.tsv	40	likelihood_ratio_hex	4000000000000000	rasio kemungkinan
bayes.tsv	41	evidence_hex	3fd999999999999a	P(E)
bayes.tsv	41	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	41	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	42	evidence_hex	3fdffe5c91d14e3c	P(E)
bayes.tsv	42	posterior_hex	3f4a383a95a2e658	posterior
bayes.tsv	42	likelihood_ratio_hex	3fe999999999999a	rasio kemungkinan
bayes.tsv	43	evidence_hex	3fe7fd21ff2e48e8	P(E)
bayes.tsv	43	posterior_hex	3f417c0358bca3fd	posterior
bayes.tsv	43	likelihood_ratio_hex	3fe1111111111111	rasio kemungkinan
bayes.tsv	44	evidence_hex	3fecc8b439581062	P(E)
bayes.tsv	44	posterior_hex	3f3d24af6dd4001e	posterior
bayes.tsv	44	likelihood_ratio_hex	3fdc71c71c71c71d	rasio kemungkinan
bayes.tsv	45	evidence_hex	3fefa93f290abb44	P(E)
bayes.tsv	45	posterior_hex	3f3a7eb7218baf9e	posterior
bayes.tsv	45	likelihood_ratio_hex	3fd9dbcc48676f32	rasio kemungkinan
bayes.tsv	46	evidence_hex	3f588f42fe82517f	P(E)
bayes.tsv	46	posterior_hex	3fd558fa05ce7941	posterior
bayes.tsv	46	likelihood_ratio_hex	407f400000000000	rasio kemungkinan
bayes.tsv	47	evidence_hex	3f94f8b588e368f1	P(E)
bayes.tsv	47	posterior_hex	3f99000000000000	posterior
bayes.tsv	47	likelihood_ratio_hex	4039000000000000	rasio kemungkinan
bayes.tsv	48	evidence_hex	3fb9b3d07c84b5dd	P(E)
bayes.tsv	48	posterior_hex	3f7465fdf5cd0105	posterior
bayes.tsv	48	likelihood_ratio_hex	4014000000000000	rasio kemungkinan
bayes.tsv	49	evidence_hex	3fc9a36e2eb1c433	P(E)
bayes.tsv	49	posterior_hex	3f647307078a6a98	posterior
bayes.tsv	49	likelihood_ratio_hex	4004000000000000	rasio kemungkinan
bayes.tsv	50	evidence_hex	3fd99b3d07c84b5e	P(E)
bayes.tsv	50	posterior_hex	3f547991d1cdb565	posterior
bayes.tsv	50	likelihood_ratio_hex	3ff4000000000000	rasio kemungkinan
bayes.tsv	51	evidence_hex	3fe0000000000000	P(E)
bayes.tsv	51	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	51	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	52	evidence_hex	3fe7fdf3b645a1ca	P(E)
bayes.tsv	52	posterior_hex	3f45da45249ec5df	posterior
bayes.tsv	52	likelihood_ratio_hex	3fe5555555555555	rasio kemungkinan
bayes.tsv	53	evidence_hex	3fecc985f06f6944	P(E)
bayes.tsv	53	posterior_hex	3f423668f3232c48	posterior
bayes.tsv	53	likelihood_ratio_hex	3fe1c71c71c71c72	rasio kemungkinan
bayes.tsv	54	evidence_hex	3fefaa10e0221426	P(E)
bayes.tsv	54	posterior_hex	3f408ec4c870f1b4	posterior
bayes.tsv	54	likelihood_ratio_hex	3fe0295fad40a57f	rasio kemungkinan
bayes.tsv	55	evidence_hex	3f5ca7d6733ebbfe	P(E)
bayes.tsv	55	posterior_hex	3fdb71ba9ef505b5	posterior
bayes.tsv	55	likelihood_ratio_hex	4087700000000000	rasio kemungkinan
bayes.tsv	56	evidence_hex	3f953a3ec02f2f99	P(E)
bayes.tsv	56	posterior_hex	3fa2861ce5b23320	posterior
bayes.tsv	56	likelihood_ratio_hex	4042c00000000000	rasio kemungkinan
bayes.tsv	57	evidence_hex	3fb9c432ca57a787	P(E)
bayes.tsv	57	posterior_hex	3f7e858833e30125	posterior
bayes.tsv	57	likelihood_ratio_hex	401e000000000000	rasio kemungkinan
bayes.tsv	58	evidence_hex	3fc9ab9f559b3d08	P(E)
bayes.tsv	58	posterior_hex	3f6ea2c09f4e5009	posterior
bayes.tsv	58	likelihood_ratio_hex	400e000000000000	rasio kemungkinan
bayes.tsv	59	evidence_hex	3fd99f559b3d07c8	P(E)
bayes.tsv	59	posterior_hex	3f5eb171da35856c	posterior
bayes.tsv	59	likelihood_ratio_hex	3ffe000000000000	rasio kemungkinan
bayes.tsv	60	evidence_hex	3fe0020c49ba5e35	P(E)
bayes.tsv	60	posterior_hex	3f58904fd503744c	posterior
bayes.tsv	60	likelihood_ratio_hex	3ff8000000000000	rasio kemungkinan
bayes.tsv	61	evidence_hex	3fe8000000000000	P(E)
bayes.tsv	61	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	61	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	62	evidence_hex	3feccb923a29c77a	P(E)
bayes.tsv	62	posterior_hex	3f4b4fac049bd83a	posterior
bayes.tsv	62	likelihood_ratio_hex	3feaaaaaaaaaaaaa	rasio kemungkinan
bayes.tsv	63	evidence_hex	3fefac1d29dc725c	P(E)
bayes.tsv	63	posterior_hex	3f48d48c0aece176	posterior
bayes.tsv	63	likelihood_ratio_hex	3fe83e0f83e0f83e	rasio kemungkinan
bayes.tsv	64	evidence_hex	3f5f1cfbb949624a	P(E)
bayes.tsv	64	posterior_hex	3fde54edcd0aeb60	posterior
bayes.tsv	64	likelihood_ratio_hex	408c200000000000	rasio kemungkinan
bayes.tsv	65	evidence_hex	3f956191148fd9fe	P(E)
bayes.tsv	65	posterior_hex	3fa611a7b9611a7b	posterior
bayes.tsv	65	likelihood_ratio_hex	4046800000000000	rasio kemungkinan
bayes.tsv	66	evidence_hex	3fb9ce075f6fd220	P(E)
bayes.tsv	66	posterior_hex	3f82492492492493	posterior
bayes.tsv	66	likelihood_ratio_hex	4022000000000000	rasio kemungkinan
bayes.tsv	67	evidence_hex	3fc9b089a0275255	P(E)
bayes.tsv	67	posterior_hex	3f725e22708092f1	posterior
bayes.tsv	67	likelihood_ratio_hex	4012000000000000	rasio kemungkinan
bayes.tsv	68	evidence_hex	3fd9a1cac083126f	P(E)
bayes.tsv	68	posterior_hex	3f6268b37cd60127	posterior
bayes.tsv	68	likelihood_ratio_hex	4002000000000000	rasio kemungkinan
bayes.tsv	69	evidence_hex	3fe00346dc5d6388	P(E)
bayes.tsv	69	posterior_hex	3f5d77b654b82c35	posterior
bayes.tsv	69	likelihood_ratio_hex	3ffccccccccccccd	rasio kemungkinan
bayes.tsv	70	evidence_hex	3fe8013a92a30553	P(E)
bayes.tsv	70	posterior_hex	3f53a8288ad39e55	posterior
bayes.tsv	70	likelihood_ratio_hex	3ff3333333333333	rasio kemungkinan
bayes.tsv	71	evidence_hex	3feccccccccccccd	P(E)
bayes.tsv	71	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	71	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	72	evidence_hex	3fefad57bc7f77af	P(E)
bayes.tsv	72	posterior_hex	3f4dcab35b1efa95	posterior
bayes.tsv	72	likelihood_ratio_hex	3fed1745d1745d18	rasio kemungkinan
bayes.tsv	73	evidence_hex	3f604b3c3e74afd6	P(E)
bayes.tsv	73	posterior_hex	3fdfdaee9fdaee9e	posterior
bayes.tsv	73	likelihood_ratio_hex	408ef00000000000	rasio kemungkinan
bayes.tsv	74	evidence_hex	3f957928e0c9d9d4	P(E)
bayes.tsv	74	posterior_hex	3fa82bf2d0c15f96	posterior
bayes.tsv	74	likelihood_ratio_hex	4048c00000000000	rasio kemungkinan
bayes.tsv	75	evidence_hex	3fb9d3ed527e5216	P(E)
bayes.tsv	75	posterior_hex	3f8418a9e7cb04cb	posterior
bayes.tsv	75	likelihood_ratio_hex	4023cccccccccccc	rasio kemungkinan
bayes.tsv	76	evidence_hex	3fc9b37c99ae924f	P(E)
bayes.tsv	76	posterior_hex	3f74320792c2d709	posterior
bayes.tsv	76	likelihood_ratio_hex	4013cccccccccccc	rasio kemungkinan
bayes.tsv	77	evidence_hex	3fd9a3443d46b26c	P(E)
bayes.tsv	77	posterior_hex	3f643ece7abcc3c8	posterior
bayes.tsv	77	likelihood_ratio_hex	4003cccccccccccc	rasio kemungkinan
bayes.tsv	78	evidence_hex	3fe004039abf3387	P(E)
bayes.tsv	78	posterior_hex	3f60344bae6d1a49	posterior
bayes.tsv	78	likelihood_ratio_hex	3fffae147ae147ae	rasio kemungkinan
bayes.tsv	79	evidence_hex	3fe801f75104d552	P(E)
bayes.tsv	79	posterior_hex	3f559eb5cde18917	posterior
bayes.tsv	79	likelihood_ratio_hex	3ff51eb851eb851f	rasio kemungkinan
bayes.tsv	80	evidence_hex	3feccd898b2e9ccc	P(E)
bayes.tsv	80	posterior_hex	3f520545e8178cb5	posterior
bayes.tsv	80	likelihood_ratio_hex	3ff1999999999999	rasio kemungkinan
bayes.tsv	81	evidence_hex	3fefae147ae147ae	P(E)
bayes.tsv	81	posterior_hex	3f50624dd2f1a9fc	posterior
bayes.tsv	81	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	82	evidence_hex	3f50624dd2f1a9fc	P(E)
bayes.tsv	82	posterior_hex	3f947ae147ae147b	posterior
bayes.tsv	82	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	83	evidence_hex	3f941743e963dc48	P(E)
bayes.tsv	83	posterior_hex	3f50b38a0c010b39	posterior
bayes.tsv	83	likelihood_ratio_hex	3fa999999999999a	rasio kemungkinan
bayes.tsv	84	evidence_hex	3fb917d6b65a9a81	P(E)
bayes.tsv	84	posterior_hex	3f2abe722f1d8329	posterior
bayes.tsv	84	likelihood_ratio_hex	3f847ae147ae147b	rasio kemungkinan
bayes.tsv	85	evidence_hex	3fc9172ef0ae5365	P(E)
bayes.tsv	85	posterior_hex	3f1abf250300f769	posterior
bayes.tsv	85	likelihood_ratio_hex	3f747ae147ae147b	rasio kemungkinan
bayes.tsv	86	evidence_hex	3fd916db0dd82fd8	P(E)
bayes.tsv	86	posterior_hex	3f0abf7e70738f50	posterior
bayes.tsv	86	likelihood_ratio_hex	3f647ae147ae147b	rasio kemungkinan
bayes.tsv	87	evidence_hex	3fdf5c7cd898b2ea	P(E)
bayes.tsv	87	posterior_hex	3f05660d0f8978bc	posterior
bayes.tsv	87	likelihood_ratio_hex	3f60624dd2f1a9fc	rasio kemungkinan
bayes.tsv	88	evidence_hex	3fe78548a9bcfd4c	P(E)
bayes.tsv	88	posterior_hex	3efc882ada845d34	posterior
bayes.tsv	88	likelihood_ratio_hex	3f55d867c3ece2a5	rasio kemungkinan
bayes.tsv	89	evidence_hex	3fec398201cd5f9a	P(E)
bayes.tsv	89	posterior_hex	3ef7c6d571d0da5b	posterior
bayes.tsv	89	likelihood_ratio_hex	3f523456789abcdf	rasio kemungkinan
bayes.tsv	90	evidence_hex	3fef0c0ad03d9a95	P(E)
bayes.tsv	90	posterior_hex	3ef59d7f24786cb6	posterior
bayes.tsv	90	likelihood_ratio_hex	3f508cabb37565e2	rasio kemungkinan
bayes.tsv	91	evidence_hex	3f569c23b7952d23	P(E)
bayes.tsv	91	posterior_hex	3fd28cfc4a33f129	posterior
bayes.tsv	91	likelihood_ratio_hex	4034000000000000	rasio kemungkinan
bayes.tsv	92	evidence_hex	3f947ae147ae147b	P(E)
bayes.tsv	92	posterior_hex	3f947ae147ae147b	posterior
bayes.tsv	92	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	93	evidence_hex	3fb930be0ded288d	P(E)
bayes.tsv	93	posterior_hex	3f70a6810a6810a7	posterior
bayes.tsv	93	likelihood_ratio_hex	3fc9999999999999	rasio kemungkinan
bayes.tsv	94	evidence_hex	3fc923a29c779a6c	P(E)
bayes.tsv	94	posterior_hex	3f60af2f722eecb5	posterior
bayes.tsv	94	likelihood_ratio_hex	3fb9999999999999	rasio kemungkinan
bayes.tsv	95	evidence_hex	3fd91d14e3bcd35b	P(E)
bayes.tsv	95	posterior_hex	3f50b38a0c010b39	posterior
bayes.tsv	95	likelihood_ratio_hex	3fa9999999999999	rasio kemungkinan
bayes.tsv	96	evidence_hex	3fdf62b6ae7d566d	P(E)
bayes.tsv	96	posterior_hex	3f4aba41fbd2e5b1	posterior
bayes.tsv	96	likelihood_ratio_hex	3fa47ae147ae147b	rasio kemungkinan
bayes.tsv	97	evidence_hex	3fe7886594af4f0d	P(E)
bayes.tsv	97	posterior_hex	3f41d2bee748c146	posterior
bayes.tsv	97	likelihood_ratio_hex	3f9b4e81b4e81b4f	rasio kemungkinan
bayes.tsv	98	evidence_hex	3fec3c9eecbfb15b	P(E)
bayes.tsv	98	posterior_hex	3f3db54400edaa21	posterior
bayes.tsv	98	likelihood_ratio_hex	3f96c16c16c16c17	rasio kemungkinan
bayes.tsv	99	evidence_hex	3fef0f27bb2fec56	P(E)
bayes.tsv	99	posterior_hex	3f3b0229ac564cea	posterior
bayes.tsv	99	likelihood_ratio_hex	3f94afd6a052bf5b	rasio kemungkinan
bayes.tsv	100	evidence_hex	3f6869835158b828	P(E)
bayes.tsv	100	posterior_hex	3fe579fc90527845	posterior
bayes.tsv	100	likelihood_ratio_hex	4059000000000000	rasio kemungkinan
bayes.tsv	101	evidence_hex	3f961e4f765fd8ae	P(E)
bayes.tsv	101	posterior_hex	3fb7b425ed097b42	posterior
bayes.tsv	101	likelihood_ratio_hex	4014000000000000	rasio kemungkinan
bayes.tsv	102	evidence_hex	3fb999999999999a	P(E)
bayes.tsv	102	posterior_hex	3f947ae147ae147b	posterior
bayes.tsv	102	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	103	evidence_hex	3fc95810624dd2f2	P(E)
bayes.tsv	103	posterior_hex	3f84afd6a052bf5a	posterior
bayes.tsv	103	likelihood_ratio_hex	3fe0000000000000	rasio kemungkinan
bayes.tsv	104	evidence_hex	3fd9374bc6a7ef9e	P(E)
bayes.tsv	104	posterior_hex	3f74cab88725af6e	posterior
bayes.tsv	104	likelihood_ratio_hex	3fd0000000000000	rasio kemungkinan
bayes.tsv	105	evidence_hex	3fdf7ced916872b0	P(E)
bayes.tsv	105	posterior_hex	3f70a6810a6810a7	posterior
bayes.tsv	105	likelihood_ratio_hex	3fc999999999999a	rasio kemungkinan
bayes.tsv	106	evidence_hex	3fe795810624dd2f	P(E)
bayes.tsv	106	posterior_hex	3f663b0cda236e1d	posterior
bayes.tsv	106	likelihood_ratio_hex	3fc1111111111111	rasio kemungkinan
bayes.tsv	107	evidence_hex	3fec49ba5e353f7d	P(E)
bayes.tsv	107	posterior_hex	3f6288b01288b013	posterior
bayes.tsv	107	likelihood_ratio_hex	3fbc71c71c71c71d	rasio kemungkinan
bayes.tsv	108	evidence_hex	3fef1c432ca57a78	P(E)
bayes.tsv	108	posterior_hex	3f60da3d6802f2fe	posterior
bayes.tsv	108	likelihood_ratio_hex	3fb9dbcc48676f32	rasio kemungkinan
bayes.tsv	109	evidence_hex	3f7465e892253112	P(E)
bayes.tsv	109	posterior_hex	3fe9b3eb70107326	posterior
bayes.tsv	109	likelihood_ratio_hex	4069000000000000	rasio kemungkinan
bayes.tsv	110	evidence_hex	3f982a9930be0ded	P(E)
bayes.tsv	110	posterior_hex	3fc5b1e5f75270d1	posterior
bayes.tsv	110	likelihood_ratio_hex	4024000000000000	rasio kemungkinan
bayes.tsv	111	evidence_hex	3fba1cac083126ea	P(E)
bayes.tsv	111	posterior_hex	3fa4141414141414	posterior
bayes.tsv	111	likelihood_ratio_hex	4000000000000000	rasio kemungkinan
bayes.tsv	112	evidence_hex	3fc999999999999a	P(E)
bayes.tsv	112	posterior_hex	3f947ae147ae147b	posterior
bayes.tsv	112	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	113	evidence_hex	3fd95810624dd2f2	P(E)
bayes.tsv	113	posterior_hex	3f84afd6a052bf5a	posterior
bayes.tsv	113	likelihood_ratio_hex	3fe0000000000000	rasio kemungkinan
bayes.tsv	114	evidence_hex	3fdf9db22d0e5604	P(E)
bayes.tsv	114	posterior_hex	3f80953f39010954	posterior
bayes.tsv	114	likelihood_ratio_hex	3fd999999999999a	rasio kemungkinan
bayes.tsv	115	evidence_hex	3fe7a5e353f7ced9	P(E)
bayes.tsv	115	posterior_hex	3f762ba5eeade65e	posterior
bayes.tsv	115	likelihood_ratio_hex	3fd1111111111111	rasio kemungkinan
bayes.tsv	116	evidence_hex	3fec5a1cac083127	P(E)
bayes.tsv	116	posterior_hex	3f727dfa38a1ce4d	posterior
bayes.tsv	116	likelihood_ratio_hex	3fcc71c71c71c71d	rasio kemungkinan
bayes.tsv	117	evidence_hex	3fef2ca57a786c22	P(E)
bayes.tsv	117	posterior_hex	3f70d162044f411e	posterior
bayes.tsv	117	likelihood_ratio_hex	3fc9dbcc48676f32	rasio kemungkinan
bayes.tsv	118	evidence_hex	3f82641b328b6d87	P(E)
bayes.tsv	118	posterior_hex	3fec81fedc14868f	posterior
bayes.tsv	118	likelihood_ratio_hex	4079000000000000	rasio kemungkinan
bayes.tsv	119	evidence_hex	3f9c432ca57a786c	P(E)
bayes.tsv	119	posterior_hex	3fd28cfc4a33f129	posterior
bayes.tsv	119	likelihood_ratio_hex	4034000000000000	rasio kemungkinan
bayes.tsv	120	evidence_hex	3fbb22d0e560418a	P(E)
bayes.tsv	120	posterior_hex	3fb3521cfb2b78c1	posterior
bayes.tsv	120	likelihood_ratio_hex	4010000000000000	rasio kemungkinan
bayes.tsv	121	evidence_hex	3fca1cac083126ea	P(E)
bayes.tsv	121	posterior_hex	3fa4141414141414	posterior
bayes.tsv	121	likelihood_ratio_hex	4000000000000000	rasio kemungkinan
bayes.tsv	122	evidence_hex	3fd999999999999a	P(E)
bayes.tsv	122	posterior_hex	3f947ae147ae147b	posterior
bayes.tsv	122	likelihood_ratio_hex	3ff0000000000000	rasio kemungkinan
bayes.tsv	123	evidence_hex	3fdfdf3b645a1cac	P(E)
bayes.tsv	123	posterior_hex	3f9073260a47f7c7	posterior
bayes.tsv	123	likelihood_ratio_hex	3fe999999999999a	rasio kemungkinan
bayes.tsv	124	evidence_hex	3fe7c6a7ef9db22d	P(E)
bayes.tsv	124	posterior_hex	3f860d17c61da198	posterior
bayes.tsv	124	likelihood_ratio_hex	3fe1111111111111	rasio kemungkinan
bayes.tsv	125	evidence_hex	3fec7ae147ae147b	P(E)
bayes.tsv	125	posterior_hex	3f8268b37cd60127	posterior
bayes.tsv	125	likelihood_ratio_hex	3fdc71c71c71c71d	rasio kemungkinan
bayes.tsv	126	evidence_hex	3fef4d6a161e4f76	P(E)
bayes.tsv	126	posterior_hex	3f80bfc70d8e6b82	posterior
bayes.tsv	126	likelihood_ratio_hex	3fd9dbcc48676f32	rasio kemungkinan
